,Identifier,Start date,End date,Number of deaths,Incident,State,Year
4407,IBD028121,2023-07-09,2023-07-09,5,Banditry,Kaduna,2023.0
4408,IBD027523,2023-07-09,2023-07-09,1,Mob vs Man,Bayelsa,2023.0
4409,IBD027519,2023-07-09,2023-07-09,1,Drug Addict vs Cleric,Lagos,2023.0
4410,IBD027515,2023-07-09,2023-07-09,1,Gunmen vs Farmer,Nasarawa,2023.0
4411,IBD027506,2023-07-09,2023-07-09,16,Auto Crash,Lagos,2023.0
4412,IBD027514,2023-07-09,2023-07-09,1,Youths vs Phone Thief,Delta,2023.0
4413,IBD027508,2023-07-09,2023-07-09,1,Cults vs Man,Edo,2023.0
4414,IBD027510,2023-07-09,2023-07-09,8,Gunmen Attack,Plateau,2023.0
4415,IBD027503,2023-07-08,2023-07-08,1,Electrocution,Delta,2023.0
4416,IBD027502,2023-07-08,2023-07-08,4,Auto Crash,(FCT) Abuja,2023.0
4417,IBD027516,2023-07-08,2023-07-08,1,Decomposed Body,Benue,2023.0
4418,IBD027499,2023-07-08,2023-07-08,2,IPOB/ESN Kill 2,Imo,2023.0
4419,IBD027528,2023-07-08,2023-07-08,1,Electrocution,Lagos,2023.0
4420,IBD027513,2023-07-08,2023-07-08,1,Decomposed Body,(FCT) Abuja,2023.0
4421,IBD027501,2023-07-08,2023-07-08,25,Gunmen Kill 23,Benue,2023.0
4422,IBD027493,2023-07-08,2023-07-08,1,Immigration Officer vs Protester,Ogun,2023.0
4423,IBD027504,2023-07-08,2023-07-08,11,Gunmen Attack,Plateau,2023.0
4424,IBD028611,2023-07-08,2023-07-08,1,Mysterious Death,Anambra,2023.0
4425,IBD027539,2023-07-08,2023-07-08,1,Woman vs Baby,Adamawa,2023.0
4426,IBD030066,2023-07-07,2023-07-07,1,Cult Clash,Kwara,2023.0
4427,IBD027497,2023-07-07,2023-07-07,4,Soldiers vs Bandits,Zamfara,2023.0
4428,IBD027498,2023-07-07,2023-07-07,4,Police vs IPOB/ESN,Enugu,2023.0
4429,IBD027505,2023-07-07,2023-07-08,3,Inferno,Adamawa,2023.0
4430,IBD027507,2023-07-07,2023-07-07,1,Bike Thief,(FCT) Abuja,2023.0
4431,IBD027509,2023-07-07,2023-07-08,1,Cult Killing,Lagos,2023.0
4432,IBD027496,2023-07-06,2023-07-06,5,Gunmen Attack,Plateau,2023.0
4433,IBD027492,2023-07-06,2023-07-06,6,Police vs Cultists/Kidnappers,Rivers,2023.0
4434,IBD027535,2023-07-06,2023-07-06,1,Alcohol Competition,Delta,2023.0
4435,IBD027479,2023-07-05,2023-07-05,1,Pregnant Woman,Nasarawa,2023.0
4436,IBD027500,2023-07-05,2023-07-05,4,Fulani Gunmen Attack,Plateau,2023.0
4437,IBD027491,2023-07-05,2023-07-05,1,Native Doctor Kill Woman,Kwara,2023.0
4438,IBD027494,2023-07-05,2023-07-05,1,Wife vs Husband,Bauchi,2023.0
4439,IBD027486,2023-07-05,2023-07-05,40,ISWAP vs Boko Haram,Borno,2023.0
4440,IBD027483,2023-07-05,2023-07-05,4,Cult Killing,Lagos,2023.0
4441,IBD027482,2023-07-05,2023-07-05,2,Gunmen Attack,Plateau,2023.0
4442,IBD027478,2023-07-05,2023-07-05,1,WAEC Student,Ondo,2023.0
4443,IBD027457,2023-07-04,2023-07-04,1,Policeman,Kano,2023.0
4444,IBD027489,2023-07-04,2023-07-04,1,Army vs Terrorists Commander,Borno,2023.0
4445,IBD027485,2023-07-04,2023-07-04,1,Hoodlums Kill Man,Ogun,2023.0
4446,IBD027538,2023-07-04,2023-07-05,1,Husband vs Wife,Plateau,2023.0
4447,IBD027517,2023-07-04,2023-07-04,1,Wife vs Husband,Oyo,2023.0
4448,IBD027481,2023-07-04,2023-07-04,1,Herders vs Farmer,Benue,2023.0
4449,IBD027470,2023-07-03,2023-07-03,2,Mob vs Robbers,Anambra,2023.0
4450,IBD027467,2023-07-03,2023-07-03,1,Gunmen vs Guard,Benue,2023.0
4451,IBD027477,2023-07-03,2023-07-03,2,Flood Disaster,Katsina,2023.0
4452,IBD027469,2023-07-02,2023-07-02,3,Gunmen Attack,Taraba,2023.0
4453,IBD027468,2023-07-02,2023-07-02,1,Butcher,Oyo,2023.0
4454,IBD027471,2023-07-02,2023-07-02,3,Thunderstorm,Kebbi,2023.0
4455,IBD027466,2023-07-02,2023-07-02,3,Woman vs Policewoman,Anambra,2023.0
4456,IBD027458,2023-07-01,2023-07-01,2,Security Operatives Kill Pastor,Ogun,2023.0
4457,IBD027462,2023-07-01,2023-07-01,1,Gunmen Kill Vigilante,Kogi,2023.0
4458,IBD027460,2023-07-01,2023-07-01,3,Gunmen Attack,Plateau,2023.0
4459,IBD027456,2023-07-01,2023-07-01,1,Man Stabs Boy,Lagos,2023.0
4460,IBD027453,2023-07-01,2023-07-01,36,Communal Clash,Taraba,2023.0
4461,IBD027480,2023-07-01,2023-07-01,1,Kidnappers Kill Woman,Delta,2023.0
4462,IBD027450,2023-07-01,2023-07-01,10,Auto Crash,Anambra,2023.0
4463,IBD027594,2023-06-30,2023-06-30,1,Husband vs Wife Lover,Adamawa,2023.0
4464,IBD027464,2023-06-30,2023-07-01,17,Cult Attack,Anambra,2023.0
4465,IBD027448,2023-06-30,2023-06-30,1,Gunmen Kill 1,Benue,2023.0
4466,IBD027463,2023-06-30,2023-06-30,6,Boko Haram Attack,Borno,2023.0
4467,IBD027537,2023-06-30,2023-06-30,2,Cult Clash,Anambra,2023.0
4468,IBD027444,2023-06-30,2023-06-30,2,Auto Crash,Delta,2023.0
4469,IBD027465,2023-06-30,2023-06-30,2,Police vs Kidnappers,Ebonyi,2023.0
4470,IBD027452,2023-06-30,2023-06-30,1,Gunmen vs Motorcyclist,Osun,2023.0
4471,IBD027447,2023-06-30,2023-06-30,3,Auto Crash,Ogun,2023.0
4472,IBD027451,2023-06-30,2023-06-30,1,Auto Crash,Osun,2023.0
4473,IBD027435,2023-06-29,2023-06-29,1,Customs Officers vs Man,Oyo,2023.0
4474,IBD027425,2023-06-29,2023-06-29,12,Auto Crash,Edo,2023.0
4475,IBD027446,2023-06-29,2023-06-29,2,Witchcraft,Cross River,2023.0
4476,IBD027439,2023-06-29,2023-06-29,2,Mob vs Thieves,Nasarawa,2023.0
4477,IBD027461,2023-06-29,2023-06-29,1,Student Drowns,Edo,2023.0
4478,IBD027459,2023-06-29,2023-06-29,2,Soldiers vs Vigilante,Enugu,2023.0
4479,IBD027455,2023-06-28,2023-06-28,6,Bandits Kill Woman,Niger,2023.0
4480,IBD027436,2023-06-28,2023-06-28,1,Domestic Violence,Kebbi,2023.0
4481,IBD027441,2023-06-28,2023-06-28,2,Domestic Violence/Sorcery,Delta,2023.0
4482,IBD027543,2023-06-28,2023-06-28,1,Cult Killing,Lagos,2023.0
4483,IBD027495,2023-06-28,2023-06-28,4,Cult Clash,Edo,2023.0
4484,IBD027472,2023-06-28,2023-06-28,5,Gunmen vs Vigilantes,Zamfara,2023.0
4485,IBD027449,2023-06-28,2023-06-28,2,Auto Crash,Osun,2023.0
4486,IBD027433,2023-06-27,2023-06-27,1,Cultists vs Student,Akwa Ibom,2023.0
4487,IBD027474,2023-06-27,2023-06-27,1,Domestic Violence,Borno,2023.0
4488,IBD027427,2023-06-27,2023-06-27,2,Gunmen Attack,Plateau,2023.0
4489,IBD027437,2023-06-27,2023-06-27,2,Police vs Terrorists,Katsina,2023.0
4490,IBD027438,2023-06-27,2023-06-27,1,Student Drowns,Delta,2023.0
4491,IBD027533,2023-06-27,2023-06-27,1,Rape Victim,Ogun,2023.0
4492,IBD027429,2023-06-27,2023-06-27,1,Security Operatives vs Thug,Oyo,2023.0
4493,IBD027440,2023-06-26,2023-06-26,1,Gunmen vs Villager,Bauchi,2023.0
4494,IBD027412,2023-06-26,2023-06-26,1,Auto Crash,Oyo,2023.0
4495,IBD027423,2023-06-26,2023-06-26,1,Thugs vs Naval Officer,Ondo,2023.0
4496,IBD027422,2023-06-26,2023-06-26,40,Army vs ISWAP,Borno,2023.0
4497,IBD027428,2023-06-26,2023-06-26,7,Boko Haram vs Farmers,Borno,2023.0
4498,IBD027421,2023-06-26,2023-06-26,5,Gunmen Attack,Plateau,2023.0
4499,IBD027408,2023-06-26,2023-06-26,1,Flood Incident,Edo,2023.0
4501,IBD027473,2023-06-26,2023-06-26,3,Domestic Violence,Ekiti,2023.0
4504,IBD027413,2023-06-26,2023-06-26,1,Auto Crash,Ogun,2023.0
4506,IBD029691,2023-06-25,2023-06-25,3,Gas Explosion,Lagos,2023.0
4507,IBD027414,2023-06-25,2023-06-25,10,Boat Mishap,Akwa Ibom,2023.0
4508,IBD027417,2023-06-25,2023-06-25,2,Auto Crash,Kogi,2023.0
4509,IBD027426,2023-06-25,2023-06-25,1,Banditry,Katsina,2023.0
4510,IBD027394,2023-06-25,2023-06-25,1,Blasphemy,Sokoto,2023.0
4511,IBD027404,2023-06-25,2023-06-25,2,Gunmen Kill 2,Imo,2023.0
4512,IBD027399,2023-06-25,2023-06-25,3,Police vs Kidnapers,Abia,2023.0
4513,IBD027410,2023-06-25,2023-06-25,6,Auto Crash,Oyo,2023.0
4514,IBD027393,2023-06-25,2023-06-25,2,Auto Crash,Kogi,2023.0
4515,IBD027406,2023-06-25,2023-06-25,1,Herdsmen vs Farmer,Benue,2023.0
4516,IBD027546,2023-06-24,2023-06-24,1,Auto Crash,Ogun,2023.0
4517,IBD027402,2023-06-24,2023-06-24,1,Assailants vs Naval Rating,Lagos,2023.0
4518,IBD027415,2023-06-24,2023-06-24,10,Boat Mishap,Delta,2023.0
4519,IBD027419,2023-06-24,2023-06-24,1,Auto Crash/Sorcery,Kwara,2023.0
4520,IBD027443,2023-06-24,2023-06-24,1,Police vs Armed Robbers,Gombe,2023.0
4521,IBD027401,2023-06-24,2023-06-24,1,Auto Crash,Ogun,2023.0
4522,IBD027416,2023-06-24,2023-06-24,1,Herdsmen vs Farmer,Kogi,2023.0
4523,IBD027388,2023-06-24,2023-06-24,4,Boat Mishap,Cross River,2023.0
4524,IBD027390,2023-06-24,2023-06-24,6,Boat Mishap,Delta,2023.0
4525,IBD027397,2023-06-23,2023-06-23,2,Cult Killing,Rivers,2023.0
4526,IBD027376,2023-06-23,2023-06-23,1,Auto Crash,Lagos,2023.0
4527,IBD027396,2023-06-23,2023-06-23,1,Police vs Kidnappers,Delta,2023.0
4528,IBD027385,2023-06-23,2023-06-23,1,Gunmen vs Security Operative,Enugu,2023.0
4529,IBD027381,2023-06-23,2023-06-23,1,Flood Disaster,(FCT) Abuja,2023.0
4530,IBD027391,2023-06-23,2023-06-23,40,ISWAP vs Boko Haram,Borno,2023.0
4531,IBD027389,2023-06-23,2023-06-23,3,Gunmen vs Miners,Plateau,2023.0
4532,IBD027387,2023-06-23,2023-06-23,1,Hoodlums vs Chief,Kwara,2023.0
4533,IBD027392,2023-06-23,2023-06-23,1,Twin Sisters vs Brother,Cross River,2023.0
4534,IBD027488,2023-06-22,2023-06-22,5,Army vs Terrorists,Borno,2023.0
4535,IBD027379,2023-06-22,2023-06-22,8,Boko Haram Attack,Borno,2023.0
4536,IBD027411,2023-06-22,2023-06-22,1,Kidnappers vs Lawyer,Ondo,2023.0
4537,IBD027372,2023-06-22,2023-06-22,3,Bandits vs Farmers,Kaduna,2023.0
4538,IBD027373,2023-06-22,2023-06-22,1,Police vs Armed Robber,Kogi,2023.0
4539,IBD027382,2023-06-22,2023-06-22,3,Police vs Armed Robbers,Delta,2023.0
4540,IBD027484,2023-06-22,2023-06-26,27,Army vs Terrorists,Borno,2023.0
4541,IBD027409,2023-06-22,2023-06-22,6,Army vs ISWAP,Borno,2023.0
4542,IBD027365,2023-06-21,2023-06-21,1,Gunmen vs Forest Guard,Ondo,2023.0
4543,IBD027420,2023-06-21,2023-06-21,1,Cultism,Lagos,2023.0
4544,IBD027556,2023-06-21,2023-06-21,1,Domestic Violence,Delta,2023.0
4545,IBD027364,2023-06-21,2023-06-21,14,Banditry,Plateau,2023.0
4546,IBD027377,2023-06-21,2023-06-21,1,Domestic Violence,Edo,2023.0
4547,IBD027398,2023-06-20,2023-06-23,1,Cult Killing,Ogun,2023.0
4548,IBD027363,2023-06-20,2023-06-20,1,Mob vs Thief,Abia,2023.0
4549,IBD027366,2023-06-20,2023-06-20,7,Banditry,Plateau,2023.0
4550,IBD027407,2023-06-20,2023-06-23,2,Flood Disaster,Ondo,2023.0
4551,IBD027370,2023-06-20,2023-06-20,1,Domestic Violence,Adamawa,2023.0
4552,IBD027367,2023-06-20,2023-06-20,1,Company Negligence,(FCT) Abuja,2023.0
4553,IBD027418,2023-06-20,2023-06-20,1,Cultism,Lagos,2023.0
4554,IBD027383,2023-06-20,2023-06-20,1,Employer vs Hotel Worker,Rivers,2023.0
4555,IBD027362,2023-06-19,2023-06-19,1,Vigilante vs Man,Rivers,2023.0
4556,IBD027356,2023-06-19,2023-06-19,3,Vigilante vs Gunmen,Anambra,2023.0
4557,IBD027360,2023-06-19,2023-06-19,1,Building Collapse,Niger,2023.0
4558,IBD027368,2023-06-19,2023-06-19,1,Security Operatives vs Community,Plateau,2023.0
4559,IBD027361,2023-06-19,2023-06-19,1,Inside The Well,Kwara,2023.0
4560,IBD027369,2023-06-19,2023-06-19,3,Gunmen Attack,Plateau,2023.0
4561,IBD027357,2023-06-18,2023-06-18,2,Gunmen Killing,Ebonyi,2023.0
4562,IBD027355,2023-06-18,2023-06-18,1,Police vs Kidnapper,Delta,2023.0
4563,IBD027487,2023-06-18,2023-06-18,2,Spiritual Deliverance,Lagos,2023.0
4564,IBD027359,2023-06-18,2023-06-18,4,Cult Killing,Delta,2023.0
4565,IBD027354,2023-06-18,2023-06-18,6,Bandits Kill 6,Plateau,2023.0
4566,IBD027346,2023-06-18,2023-06-18,2,Communal Clash,Plateau,2023.0
4567,IBD027348,2023-06-17,2023-06-17,5,Security Operatives vs Bandits,Katsina,2023.0
4568,IBD027340,2023-06-17,2023-06-17,2,Auto Crash,Ogun,2023.0
4569,IBD027338,2023-06-17,2023-06-18,13,Gunmen Kill 8,Plateau,2023.0
4570,IBD027335,2023-06-17,2023-06-17,3,Auto Crash,Delta,2023.0
4571,IBD027352,2023-06-17,2023-06-17,10,Gunmen Kill 10,Rivers,2023.0
4572,IBD027347,2023-06-17,2023-06-17,1,Found Dead,Kwara,2023.0
4573,IBD027336,2023-06-17,2023-06-17,5,Auto Crash,Oyo,2023.0
4574,IBD027343,2023-06-17,2023-06-17,5,Bandits Kill 5,Kaduna,2023.0
4575,IBD027386,2023-06-17,2023-06-17,1,Rape Victim,Ebonyi,2023.0
4576,IBD028158,2023-06-17,2023-06-17,1,Security Man Kill Girlfriend,Lagos,2023.0
4577,IBD027341,2023-06-16,2023-06-16,6,Auto Crash,Imo,2023.0
4578,IBD027344,2023-06-16,2023-06-16,1,Gunmen vs Police,Imo,2023.0
4579,IBD027350,2023-06-16,2023-06-16,1,Man vs Lover,Delta,2023.0
4580,IBD027339,2023-06-16,2023-06-16,9,Boko Harm vs Farmers,Borno,2023.0
4581,IBD027351,2023-06-16,2023-06-16,42,Army vs ISWAP,Borno,2023.0
4582,IBD027353,2023-06-16,2023-06-16,1,Cultist vs Student,Taraba,2023.0
4583,IBD027333,2023-06-16,2023-06-16,1,Assailants vs Student,Oyo,2023.0
4584,IBD027454,2023-06-16,2023-06-16,1,Man vs Son,Akwa Ibom,2023.0
4585,IBD027329,2023-06-16,2023-06-16,3,Police vs Kidnappers,Rivers,2023.0
4586,IBD027323,2023-06-16,2023-06-16,1,Building Collapse,Kano,2023.0
4587,IBD027332,2023-06-16,2023-06-16,1,Sex Romp,Rivers,2023.0
4588,IBD029707,2023-06-15,2023-06-15,1,Ritual Killing,Ondo,2023.0
4589,IBD027334,2023-06-15,2023-06-15,15,Boko Haram Attack,Borno,2023.0
4590,IBD027320,2023-06-15,2023-06-15,1,Electrocution,Kogi,2023.0
4591,IBD027345,2023-06-15,2023-06-15,3,Auto Crash,Enugu,2023.0
4592,IBD027358,2023-06-15,2023-06-15,1,Medical Negligence,Delta,2023.0
4593,IBD027349,2023-06-15,2023-06-15,8,Flooding,Lagos,2023.0
4594,IBD028435,2023-06-15,2023-06-15,2,Flood Disaster,Gombe,2023.0
4595,IBD027325,2023-06-14,2023-06-14,1,Police vs Bandits,Katsina,2023.0
4596,IBD027322,2023-06-14,2023-06-14,1,Man Killed,Delta,2023.0
4597,IBD027319,2023-06-14,2023-06-14,1,Kidnappers vs Man,Ondo,2023.0
4598,IBD027318,2023-06-13,2023-06-13,1,Kidnappers vs Vigilantes,Kwara,2023.0
4599,IBD027331,2023-06-13,2023-06-13,14,Communal Clash,Benue,2023.0
4600,IBD027317,2023-06-13,2023-06-13,1,Thunder Strike,Niger,2023.0
4601,IBD027302,2023-06-13,2023-06-13,1,Cultism,Lagos,2023.0
4602,IBD027342,2023-06-13,2023-06-13,1,Sex Romp,Imo,2023.0
4603,IBD027316,2023-06-13,2023-06-13,1,Kidnapper,Bauchi,2023.0
4604,IBD027314,2023-06-13,2023-06-13,4,Police vs Robbers,Rivers,2023.0
4605,IBD027307,2023-06-12,2023-06-12,1,Electrocution,Lagos,2023.0
4606,IBD027337,2023-06-12,2023-06-12,1,Gunmen Kill Man,Ondo,2023.0
4607,IBD027312,2023-06-12,2023-06-12,1,Communal Clash,Benue,2023.0
4608,IBD027300,2023-06-12,2023-06-12,3,Auto Crash,Delta,2023.0
4609,IBD027310,2023-06-12,2023-06-12,104,Boat Mishap,Kwara,2023.0
4610,IBD027296,2023-06-12,2023-06-12,1,Police vs Kidnapper,Delta,2023.0
4611,IBD027305,2023-06-12,2023-06-12,1,Bandit vs Doctor,Zamfara,2023.0
4612,IBD027293,2023-06-12,2023-06-12,4,Auto Crash,Delta,2023.0
4613,IBD027295,2023-06-11,2023-06-11,2,Witchcraft,Adamawa,2023.0
4614,IBD027291,2023-06-11,2023-06-11,6,Auto Crash,Kogi,2023.0
4615,IBD027311,2023-06-11,2023-06-11,1,Man Drowns,Enugu,2023.0
4616,IBD027306,2023-06-11,2023-06-11,1,Assailants vs School Teacher,Lagos,2023.0
4617,IBD027301,2023-06-11,2023-06-11,2,Gunmen vs Herders,Plateau,2023.0
4618,IBD027309,2023-06-11,2023-06-11,1,Gunmen Kill 1,Bauchi,2023.0
4619,IBD027303,2023-06-11,2023-06-11,20,Herdsmen Attack,Plateau,2023.0
4620,IBD030087,2023-06-11,2023-06-11,1,Gunmen Kill Man,Ebonyi,2023.0
4621,IBD027304,2023-06-11,2023-06-11,1,Communal Clash,Benue,2023.0
4622,IBD027290,2023-06-10,2023-06-10,6,Auto Crash,Ondo,2023.0
4623,IBD027378,2023-06-10,2023-06-10,2,Found Dead,(FCT) Abuja,2023.0
4624,IBD027292,2023-06-10,2023-06-10,5,Boat Mishap,Ondo,2023.0
4625,IBD027313,2023-06-09,2023-06-09,5,Communal Clash,Benue,2023.0
4626,IBD027286,2023-06-09,2023-06-09,1,Electrocution,Delta,2023.0
4627,IBD027299,2023-06-09,2023-06-11,100,Army vs Boko Haram,Borno,2023.0
4628,IBD027281,2023-06-09,2023-06-09,1,Corpse Found,Imo,2023.0
4629,IBD027285,2023-06-09,2023-06-09,6,Army vs Bandits,Kaduna,2023.0
4630,IBD027287,2023-06-09,2023-06-10,34,Bandits vs Farmers,Niger,2023.0
4631,IBD027297,2023-06-09,2023-06-09,1,Gunmen Attack,Bauchi,2023.0
4632,IBD027289,2023-06-09,2023-06-09,3,Land Grabbing,Ogun,2023.0
4633,IBD027324,2023-06-08,2023-06-08,3,Army vs Bandits,Kaduna,2023.0
4634,IBD027321,2023-06-08,2023-06-15,3,Army vs Bandits,Zamfara,2023.0
4635,IBD027326,2023-06-08,2023-06-08,1,Man vs Relative,Enugu,2023.0
4636,IBD027384,2023-06-08,2023-06-08,1,Corps Found,Rivers,2023.0
4637,IBD027371,2023-06-08,2023-06-08,1,Teenager vs Friend,Ekiti,2023.0
4638,IBD027276,2023-06-08,2023-06-08,1,Task Force vs Tricyclist,Rivers,2023.0
4639,IBD027283,2023-06-08,2023-06-08,1,Auto Crash,Delta,2023.0
4640,IBD028308,2023-06-08,2023-06-08,1,Domestic Violence,Enugu,2023.0
4641,IBD027273,2023-06-07,2023-06-07,1,Domestic Violence,Kogi,2023.0
4642,IBD027315,2023-06-07,2023-06-07,1,Man Killed,Yobe,2023.0
4643,IBD027277,2023-06-07,2023-06-07,1,Kidnappers vs Priest,Edo,2023.0
4644,IBD027268,2023-06-07,2023-06-07,2,Ritual Killing,Anambra,2023.0
4645,IBD027272,2023-06-07,2023-06-07,1,Bandits vs Trader,Abia,2023.0
4646,IBD027278,2023-06-07,2023-06-07,3,Police vs Cultists,Rivers,2023.0
4647,IBD027294,2023-06-07,2023-06-07,1,Gunmen vs Businessman,Enugu,2023.0
4648,IBD027279,2023-06-07,2023-06-07,1,Vigilante vs Man,Rivers,2023.0
4649,IBD027274,2023-06-07,2023-06-07,1,Security Operatives vs Kidnapper,Ondo,2023.0
4650,IBD027267,2023-06-06,2023-06-06,1,Auto Crash,Kano,2023.0
4651,IBD027270,2023-06-06,2023-06-06,1,Building Collapse,Kano,2023.0
4652,IBD027275,2023-06-06,2023-06-06,1,Flood Incident,Anambra,2023.0
4653,IBD027328,2023-06-06,2023-06-06,1,Assailants vs Girl,Niger,2023.0
4654,IBD027256,2023-06-06,2023-06-06,2,Land Dispute,Ebonyi,2023.0
4655,IBD027271,2023-06-06,2023-06-06,2,Mob vs Motorcycle Thief,Benue,2023.0
4656,IBD027266,2023-06-06,2023-06-06,4,Army vs Bandits,Zamfara,2023.0
4657,IBD027257,2023-06-05,2023-06-05,1,Gunmen vs Professor,Oyo,2023.0
4658,IBD027248,2023-06-05,2023-06-05,1,Soldiers Killed 1,Plateau,2023.0
4659,IBD027258,2023-06-05,2023-06-05,1,Terrorists vs Vigilante,Katsina,2023.0
4660,IBD027261,2023-06-05,2023-06-05,4,Auto Crash,Kogi,2023.0
4661,IBD027245,2023-06-05,2023-06-05,18,Banditry,Sokoto,2023.0
4662,IBD027263,2023-06-05,2023-06-05,1,Banditry,Niger,2023.0
4663,IBD027260,2023-06-05,2023-06-05,1,Piracy,Rivers,2023.0
4664,IBD027243,2023-06-04,2023-06-04,5,Army vs IPOB/ESN,Anambra,2023.0
4665,IBD027251,2023-06-04,2023-06-04,3,Policemen vs Cultist,Rivers,2023.0
4666,IBD027247,2023-06-04,2023-06-04,2,Bandits Kill 2,Kaduna,2023.0
4667,IBD027249,2023-06-04,2023-06-04,14,Gunmen Attack,Plateau,2023.0
4668,IBD027255,2023-06-04,2023-06-04,30,Communal Clash,Taraba,2023.0
4669,IBD027242,2023-06-04,2023-06-04,5,Army vs IPOB/ESN,Imo,2023.0
4670,IBD027246,2023-06-04,2023-06-04,1,Land Dispute,Osun,2023.0
4671,IBD027253,2023-06-03,2023-06-03,1,Assailants vs Security Guard,Ekiti,2023.0
4672,IBD027308,2023-06-03,2023-06-03,1,Kidnappers vs Chief,Nasarawa,2023.0
4673,IBD027254,2023-06-03,2023-06-03,1,Domestic Issue,Kogi,2023.0
4674,IBD027231,2023-06-03,2023-06-03,30,Gunmen Kill Over 25,Benue,2023.0
4675,IBD027252,2023-06-03,2023-06-03,2,ISWAP vs Army,Borno,2023.0
4676,IBD027250,2023-06-03,2023-06-03,1,Armed Robbers vs Student,Lagos,2023.0
4677,IBD027239,2023-06-03,2023-06-03,41,Banditry,Sokoto,2023.0
4678,IBD027259,2023-06-03,2023-06-03,1,Failed Abortion,Benue,2023.0
4679,IBD027237,2023-06-03,2023-06-03,1,Auto Crash,Oyo,2023.0
4680,IBD027233,2023-06-03,2023-06-03,35,Banditry,Zamfara,2023.0
4681,IBD027445,2023-06-02,2023-06-02,1,Kidnappers vs Student,Enugu,2023.0
4682,IBD027241,2023-06-02,2023-06-02,4,Auto Crash,Kwara,2023.0
4683,IBD027264,2023-06-02,2023-06-02,2,Jail Escapee vs Man,Imo,2023.0
4684,IBD027238,2023-06-02,2023-06-02,18,Auto Crash,Kano,2023.0
4685,IBD027235,2023-06-02,2023-06-02,1,Labourer Dies,Lagos,2023.0
4686,IBD027232,2023-06-02,2023-06-03,82,ISWAP Fighers Drown,Borno,2023.0
4687,IBD027244,2023-06-02,2023-06-02,1,Cultism,Delta,2023.0
4688,IBD027400,2023-06-02,2023-06-12,35,Gunmen vs Community,Imo,2023.0
4689,IBD027229,2023-06-02,2023-06-02,5,Police vs Cultists,Rivers,2023.0
4690,IBD029160,2023-06-01,2023-06-01,1,Auto Crash,Lagos,2023.0
4691,IBD029514,2023-06-01,2023-06-01,1,Father Kill Son,Akwa Ibom,2023.0
4692,IBD027236,2023-06-01,2023-06-01,1,Boy Drowns,Kano,2023.0
4693,IBD027475,2023-06-01,2023-06-30,9,Fire Incidents,Kano,2023.0
4694,IBD027230,2023-06-01,2023-06-01,1,Assailants vs Woman,Ondo,2023.0
4695,IBD027280,2023-05-31,2023-06-04,11,Army vs ISWAP,Borno,2023.0
4696,IBD027222,2023-05-31,2023-05-31,1,Police Kill Suspected Cultist,Rivers,2023.0
4697,IBD027219,2023-05-31,2023-05-31,5,Cult Killing,Rivers,2023.0
4698,IBD027220,2023-05-31,2023-05-31,2,Police vs Kidnappers,Delta,2023.0
4699,IBD027223,2023-05-31,2023-05-31,8,Auto Crash,Bauchi,2023.0
4700,IBD027217,2023-05-31,2023-05-31,1,Cultist Killing,Rivers,2023.0
4701,IBD027221,2023-05-31,2023-05-31,2,Kidnappers Kill 2,Ogun,2023.0
4702,IBD027225,2023-05-30,2023-05-30,1,Kidnap Victim,Kaduna,2023.0
4703,IBD027218,2023-05-30,2023-05-30,1,Banditry,Kaduna,2023.0
4704,IBD027212,2023-05-30,2023-05-30,1,Park Manager vs Police,Oyo,2023.0
4705,IBD027211,2023-05-30,2023-05-30,35,Banditry,Zamfara,2023.0
