,Identifier,Start date,End date,Number of deaths,Incident,State,Year
788,IBD031297,2024-11-25,2024-11-25,10,Herdsmen Attack,Benue,2024.0
789,IBD031298,2024-11-25,2024-11-25,40,Security Operatives vs IPOB/ESN,Imo,2024.0
790,IBD031286,2024-11-24,2024-11-24,1,Communal Clash,Kogi,2024.0
791,IBD031281,2024-11-24,2024-11-24,4,Church Stampede,Abia,2024.0
792,IBD031273,2024-11-24,2024-11-24,17,Herdsmen Attack,Benue,2024.0
793,IBD031280,2024-11-24,2024-11-24,12,Soldiers vs Boko Haram,Borno,2024.0
794,IBD031282,2024-11-24,2024-11-24,1,Gunmen vs Vigilantes,Anambra,2024.0
795,IBD031284,2024-11-24,2024-11-24,8,Army vs IPOB/ESN,Abia,2024.0
796,IBD031288,2024-11-24,2024-11-24,1,Auto Crash,Ogun,2024.0
797,IBD031283,2024-11-24,2024-11-24,10,Gunmen Kill 10,Benue,2024.0
798,IBD031293,2024-11-23,2024-11-23,5,Boat Accident,Delta,2024.0
799,IBD031277,2024-11-23,2024-11-23,8,Auto Crash,Kaduna,2024.0
800,IBD031294,2024-11-23,2024-11-23,1,Gunmen vs Driver,Akwa Ibom,2024.0
801,IBD031274,2024-11-23,2024-11-23,2,Farmer vs Thief,Ondo,2024.0
802,IBD031291,2024-11-23,2024-11-23,40,NAF vs Boko Haram,Borno,2024.0
803,IBD031401,2024-11-23,2024-11-23,1,Ritual Killing,Delta,2024.0
804,IBD031287,2024-11-22,2024-11-22,2,Cult Killing,Delta,2024.0
805,IBD031289,2024-11-22,2024-11-22,9,Banditry,(FCT) Abuja,2024.0
806,IBD031272,2024-11-22,2024-11-22,3,Mob vs Revenue Agents,Anambra,2024.0
807,IBD031278,2024-11-22,2024-11-22,1,Security Operatives vs Robber,Anambra,2024.0
808,IBD031268,2024-11-21,2024-11-21,1,Baby Found Dead,Niger,2024.0
809,IBD031299,2024-11-21,2024-11-21,1,Police Inspector,Adamawa,2024.0
810,IBD031296,2024-11-20,2024-11-20,2,Police vs Robbers,Delta,2024.0
811,IBD031275,2024-11-20,2024-11-20,13,Banditry,Kaduna,2024.0
812,IBD031265,2024-11-20,2024-11-20,1,Gunmen vs Lawyer,Benue,2024.0
813,IBD031260,2024-11-20,2024-11-20,1,Police vs Soldiers,Ebonyi,2024.0
814,IBD031269,2024-11-20,2024-11-20,1,Auto Crash,Ogun,2024.0
815,IBD031270,2024-11-20,2024-11-20,2,Vigilantes vs Police,Anambra,2024.0
816,IBD031263,2024-11-20,2024-11-20,2,Auto Crash,Ogun,2024.0
817,IBD031409,2024-11-20,2024-11-20,1,Assailants vs Man,Oyo,2024.0
818,IBD031279,2024-11-20,2024-11-20,1,Vigilantes/Hunders vs Kidnappers,(FCT) Abuja,2024.0
819,IBD031262,2024-11-19,2024-11-19,2,Gunmen Kill Policemen,Abia,2024.0
820,IBD031256,2024-11-19,2024-11-19,53,NSCDC vs Boko Haram,Kaduna,2024.0
821,IBD031301,2024-11-19,2024-11-19,1,Kidnappers Kill Victim,Plateau,2024.0
822,IBD031292,2024-11-19,2024-11-26,3,Work-Related Violence,Taraba,2024.0
823,IBD031267,2024-11-19,2024-11-19,1,Classmates vs Girl,Kogi,2024.0
824,IBD031253,2024-11-19,2024-11-19,32,Boko Haram vs Army,Borno,2024.0
825,IBD031254,2024-11-19,2024-11-19,1,Banditry,Bauchi,2024.0
826,IBD031257,2024-11-18,2024-11-18,3,Auto Crash,(FCT) Abuja,2024.0
827,IBD031276,2024-11-18,2024-11-18,1,Assailants vs Motorcyclist,Kwara,2024.0
828,IBD031271,2024-11-18,2024-11-18,1,Drowns,Lagos,2024.0
829,IBD031258,2024-11-18,2024-11-18,1,Corpse Found,(FCT) Abuja,2024.0
830,IBD031242,2024-11-18,2024-11-18,2,Gunmen Attack,Anambra,2024.0
831,IBD031266,2024-11-18,2024-11-18,3,Herders vs Farmers,Nasarawa,2024.0
832,IBD031241,2024-11-18,2024-11-18,3,Gunmen Attack,Anambra,2024.0
833,IBD031234,2024-11-17,2024-11-17,1,Baby Corpe,Bauchi,2024.0
834,IBD031248,2024-11-17,2024-11-17,2,Auto Crash,(FCT) Abuja,2024.0
835,IBD031243,2024-11-17,2024-11-17,1,Gunmen vs Police,Abia,2024.0
836,IBD031255,2024-11-17,2024-11-17,1,Motorcyclist,Rivers,2024.0
837,IBD031245,2024-11-17,2024-11-17,1,Ritual Killing Delta,Delta,2024.0
838,IBD031261,2024-11-17,2024-11-17,1,Mob vs Bike Thief,(FCT) Abuja,2024.0
839,IBD031246,2024-11-17,2024-11-17,1,Herders vs Farmer,Kano,2024.0
840,IBD031238,2024-11-16,2024-11-16,1,Man Drowns,Kano,2024.0
841,IBD031251,2024-11-16,2024-11-16,18,Boko Haram vs Soldiers,Borno,2024.0
842,IBD031233,2024-11-16,2024-11-16,1,Auto Crash,Lagos,2024.0
843,IBD031252,2024-11-16,2024-11-16,1,Bandits vs Farmers,Taraba,2024.0
844,IBD031240,2024-11-16,2024-11-16,1,Corpse Found,Anambra,2024.0
845,IBD031239,2024-11-16,2024-11-16,1,Man vs Neighbour,Kwara,2024.0
846,IBD031236,2024-11-15,2024-11-15,50,NAF vs Bandits,Zamfara,2024.0
847,IBD031244,2024-11-15,2024-11-15,1,Security Operatives Kills One,Niger,2024.0
848,IBD031230,2024-11-15,2024-11-16,4,Cult Killings,Benue,2024.0
849,IBD031235,2024-11-15,2024-11-15,1,Police vs Kidnapper,Rivers,2024.0
850,IBD031322,2024-11-14,2024-11-14,1,Banditary,Kaduna,2024.0
851,IBD031473,2024-11-14,2024-11-14,1,Police Brutality,Delta,2024.0
852,IBD031231,2024-11-14,2024-11-14,1,Electricity Vandal,Ebonyi,2024.0
853,IBD031247,2024-11-14,2024-11-14,1,Cult Killing,Benue,2024.0
854,IBD031226,2024-11-13,2024-11-13,1,Auto Crash,Osun,2024.0
855,IBD031219,2024-11-13,2024-11-13,2,Gunmen vs Soldier,Abia,2024.0
856,IBD031625,2024-11-13,2024-11-13,1,Extra-Judicial Killing,Abia,2024.0
857,IBD031227,2024-11-13,2024-11-13,7,Vigilantes vs Kidnappers,Edo,2024.0
858,IBD031215,2024-11-12,2024-11-12,1,Youths vs LASTMA/Police,Lagos,2024.0
859,IBD031211,2024-11-12,2024-11-12,11,Auto Crash,Jigawa,2024.0
860,IBD031228,2024-11-12,2024-11-12,3,Auto Crash,Jigawa,2024.0
861,IBD031250,2024-11-12,2024-11-12,50,NAF vs Terrorists,Kaduna,2024.0
862,IBD031222,2024-11-12,2024-11-12,1,Banditry,Kaduna,2024.0
863,IBD031225,2024-11-12,2024-11-12,1,Hoodlums vs Man,Ogun,2024.0
864,IBD031223,2024-11-11,2024-11-11,1,Assailant vs Man,Ogun,2024.0
865,IBD031216,2024-11-11,2024-11-11,2,Banditry Katsina,Katsina,2024.0
866,IBD031213,2024-11-11,2024-11-11,2,Communal Clash,Delta,2024.0
867,IBD031224,2024-11-11,2024-11-11,3,Banditry,Kaduna,2024.0
868,IBD031206,2024-11-11,2024-11-11,2,Gunmen Attack,Ogun,2024.0
869,IBD031217,2024-11-11,2024-11-11,3,Auto Crash,Akwa Ibom,2024.0
870,IBD031208,2024-11-11,2024-11-11,1,Cult Killing,Edo,2024.0
871,IBD031220,2024-11-10,2024-11-10,2,Gunmen vs Students,Delta,2024.0
872,IBD031210,2024-11-10,2024-11-10,2,Auto Crash,Abia,2024.0
873,IBD031207,2024-11-10,2024-11-10,4,Young Men Drown,Ekiti,2024.0
874,IBD031203,2024-11-10,2024-11-10,4,Auto Crash,Lagos,2024.0
875,IBD031209,2024-11-10,2024-11-10,1,Assailants vs Herder,Plateau,2024.0
876,IBD031204,2024-11-10,2024-11-10,3,Boko Haram Attack,Borno,2024.0
877,IBD031198,2024-11-09,2024-11-09,15,Auto Crash,Sokoto,2024.0
878,IBD031188,2024-11-09,2024-11-09,3,Communal Clash,Ebonyi,2024.0
879,IBD031201,2024-11-09,2024-11-09,3,Soldiers vs Bandits,Kaduna,2024.0
880,IBD031212,2024-11-09,2024-11-09,13,Miners,Plateau,2024.0
881,IBD031193,2024-11-09,2024-11-09,14,Auto Crash,Katsina,2024.0
882,IBD031199,2024-11-09,2024-11-09,1,Mob vs Burglar,Rivers,2024.0
883,IBD031237,2024-11-09,2024-11-09,3,Mob vs Bandits,Kaduna,2024.0
884,IBD031197,2024-11-08,2024-11-08,2,Bandits vs Security Operatives,Katsina,2024.0
885,IBD031202,2024-11-08,2024-11-08,1,Auto Crash,Ekiti,2024.0
886,IBD031192,2024-11-08,2024-11-08,1,Domestic Violence,Adamawa,2024.0
887,IBD031557,2024-11-08,2024-11-08,1,Assaliants va Man,Ebonyi,2024.0
888,IBD031186,2024-11-08,2024-11-08,70,NAF vs ISWAP,Borno,2024.0
889,IBD031195,2024-11-08,2024-11-08,16,Lakurawa Kills 15,Kebbi,2024.0
890,IBD031190,2024-11-08,2024-11-08,50,NAF vs Terrorists,Zamfara,2024.0
891,IBD031214,2024-11-07,2024-11-07,1,Assailants vs Man,Kaduna,2024.0
892,IBD031221,2024-11-07,2024-11-07,1,Police Kill 1,(FCT) Abuja,2024.0
893,IBD031176,2024-11-07,2024-11-07,1,Auto Crash,Lagos,2024.0
894,IBD031177,2024-11-07,2024-11-07,1,Cult Attack,Rivers,2024.0
895,IBD031205,2024-11-07,2024-11-07,1,Robber vs Woman,Adamawa,2024.0
896,IBD031187,2024-11-07,2024-11-07,1,Security Operatives Kill 1,Plateau,2024.0
897,IBD031191,2024-11-07,2024-11-07,1,Gunmen Kidnap Chinese Expatriates,Cross River,2024.0
898,IBD031167,2024-11-06,2024-11-06,1,Mob vs Robber,Benue,2024.0
899,IBD031185,2024-11-06,2024-11-06,1,Man vs Houseboy,Enugu,2024.0
900,IBD031218,2024-11-06,2024-11-06,2,Medical Quackery,Ondo,2024.0
901,IBD031183,2024-11-06,2024-11-06,3,Fulani Militia Attack,Plateau,2024.0
902,IBD031194,2024-11-06,2024-11-06,1,Ritual Killing,Imo,2024.0
903,IBD031180,2024-11-06,2024-11-06,10,Vigilantes/Hunters vs Kidnappers,Nasarawa,2024.0
904,IBD031182,2024-11-06,2024-11-06,3,Gunmen Kill 3,Plateau,2024.0
905,IBD031166,2024-11-06,2024-11-06,4,Security Operatives vs Gunmen,Enugu,2024.0
906,IBD031159,2024-11-05,2024-11-05,2,Bomb Explosion,Imo,2024.0
907,IBD031163,2024-11-05,2024-11-05,10,Bandits vs Farmers,Niger,2024.0
908,IBD031160,2024-11-05,2024-11-05,1,Rape Victim,Bauchi,2024.0
909,IBD031196,2024-11-05,2024-11-05,1,Policemen vs Student,Kwara,2024.0
910,IBD031172,2024-11-05,2024-11-05,2,Banditry,Kaduna,2024.0
911,IBD031181,2024-11-04,2024-11-04,3,Herders vs Farmers,Edo,2024.0
912,IBD031156,2024-11-04,2024-11-04,1,Building Collapse,Rivers,2024.0
913,IBD031165,2024-11-04,2024-11-04,1,Dog vs Security Guard,Lagos,2024.0
914,IBD031290,2024-11-04,2024-11-04,2,Artisans,Edo,2024.0
915,IBD031157,2024-11-04,2024-11-05,4,Cult Clash,Benue,2024.0
916,IBD031184,2024-11-04,2024-11-04,2,Auto Crash,Jigawa,2024.0
917,IBD031158,2024-11-04,2024-11-04,5,Army vs Bandits,Plateau,2024.0
918,IBD031179,2024-11-04,2024-11-04,1,Assailant vs Motorcyclist,Kwara,2024.0
919,IBD031143,2024-11-03,2024-11-03,1,Man vs Scavenger,Enugu,2024.0
920,IBD031152,2024-11-03,2024-11-03,1,Cult Clash,Lagos,2024.0
921,IBD031148,2024-11-03,2024-11-03,1,Gunmen Kill Man,Plateau,2024.0
922,IBD031151,2024-11-03,2024-11-03,1,Gunmen Kill 1,Bauchi,2024.0
923,IBD031155,2024-11-03,2024-11-03,25,Army vs Boko Haram,Borno,2024.0
924,IBD031150,2024-11-03,2024-11-03,1,Electrocution,Gombe,2024.0
925,IBD031147,2024-11-03,2024-11-03,1,Gunmen Attack,Niger,2024.0
926,IBD031161,2024-11-03,2024-11-03,24,Army vs Bandits,Borno,2024.0
927,IBD031135,2024-11-03,2024-11-03,1,Auto Crash,Lagos,2024.0
928,IBD031142,2024-11-03,2024-11-03,1,Auto Crash,Lagos,2024.0
929,IBD031134,2024-11-02,2024-11-02,1,Scavengers vs Man,(FCT) Abuja,2024.0
930,IBD031138,2024-11-02,2024-11-02,7,Boko Haram Attack,Borno,2024.0
931,IBD031140,2024-11-02,2024-11-02,1,Man vs Youth,Abia,2024.0
932,IBD031154,2024-11-02,2024-11-02,1,Man Drowns,Kano,2024.0
933,IBD031139,2024-11-02,2024-11-02,2,Auto Crash,Ogun,2024.0
934,IBD031170,2024-11-02,2024-11-02,1,Hoodlums vs Cyclist,(FCT) Abuja,2024.0
935,IBD031162,2024-11-02,2024-11-02,6,Auto Crash,Niger,2024.0
936,IBD031137,2024-11-02,2024-11-02,1,Extrajudicial Killing,Anambra,2024.0
937,IBD031132,2024-11-02,2024-11-02,3,Gunmen vs Farmer,Ebonyi,2024.0
938,IBD031133,2024-11-02,2024-11-02,3,Police vs Soldier,Nasarawa,2024.0
939,IBD031126,2024-11-02,2024-11-02,6,Communal Clash,Benue,2024.0
940,IBD031171,2024-11-01,2024-11-01,1,Man vs KEDCO Staff,Kano,2024.0
941,IBD031200,2024-11-01,2024-11-08,87,NAF vs Boko Haram/ISWAP,Borno,2024.0
942,IBD031125,2024-11-01,2024-11-02,6,Herdsmen Attack,Benue,2024.0
943,IBD031144,2024-11-01,2024-11-01,40,Army vs Bandits,Niger,2024.0
944,IBD031420,2024-11-01,2024-11-30,13,Auto Crash,Edo,2024.0
945,IBD031136,2024-11-01,2024-11-01,1,Domestic Violence,Ogun,2024.0
946,IBD031149,2024-10-31,2024-10-31,1,Domestic Violence,Osun,2024.0
947,IBD031117,2024-10-31,2024-10-31,13,Building Collapse,Oyo,2024.0
948,IBD031124,2024-10-31,2024-10-31,1,Auto Crash,Kwara,2024.0
949,IBD031130,2024-10-31,2024-10-31,6,Police vs Bandits,Bauchi,2024.0
950,IBD031264,2024-10-31,2024-10-31,3,Gunmen Attack,Anambra,2024.0
951,IBD031128,2024-10-31,2024-10-31,13,Terrorists vs Vigilantes,Niger,2024.0
952,IBD031123,2024-10-30,2024-10-30,1,Cult War,Edo,2024.0
953,IBD031129,2024-10-30,2024-10-30,1,Domestic Violence,Oyo,2024.0
954,IBD031120,2024-10-30,2024-10-30,3,Gunmen Kills 3,Abia,2024.0
955,IBD031141,2024-10-30,2024-10-30,2,Gunmen Kill 2,Plateau,2024.0
956,IBD031116,2024-10-30,2024-10-30,16,Herders vs Farmers,Benue,2024.0
957,IBD031118,2024-10-30,2024-10-30,4,Vigilantes vs Bandits,Plateau,2024.0
958,IBD031119,2024-10-30,2024-10-30,5,Food Poisoning,Edo,2024.0
959,IBD031112,2024-10-29,2024-10-29,1,Mob vs Armed Robber,(FCT) Abuja,2024.0
960,IBD031111,2024-10-29,2024-10-29,2,Auto Crash,Niger,2024.0
961,IBD031131,2024-10-29,2024-10-29,1,Police vs IPOB/ESN,Imo,2024.0
962,IBD031108,2024-10-29,2024-10-29,1,Assailants vs Woman,Delta,2024.0
963,IBD031113,2024-10-29,2024-10-29,1,Hoodlums vs Man,Ebonyi,2024.0
964,IBD031831,2024-10-28,2024-10-28,1,Assailants vs Man,Anambra,2024.0
965,IBD031110,2024-10-28,2024-10-28,1,Man Murdered,Ogun,2024.0
966,IBD031107,2024-10-28,2024-10-28,1,Man vs Woman,Ondo,2024.0
967,IBD031164,2024-10-28,2024-10-28,2,Police vs Kidnappers,Delta,2024.0
968,IBD031105,2024-10-28,2024-10-28,1,Domestic Violence,Kano,2024.0
969,IBD031099,2024-10-28,2024-10-28,4,Bandits vs Farmers,Sokoto,2024.0
970,IBD031106,2024-10-27,2024-10-27,8,Cult Killing,Edo,2024.0
971,IBD031102,2024-10-27,2024-10-27,1,Gunmen vs Drummer,Edo,2024.0
972,IBD031098,2024-10-27,2024-10-27,1,Domestic Violence,Benue,2024.0
973,IBD031095,2024-10-27,2024-10-27,7,Herders vs Farmers,Adamawa,2024.0
974,IBD031169,2024-10-26,2024-10-26,13,Mining Pit Collapse,Adamawa,2024.0
975,IBD031086,2024-10-26,2024-10-26,1,Inferno,Ogun,2024.0
976,IBD031189,2024-10-26,2024-10-26,13,Mine Collapse,Taraba,2024.0
977,IBD031100,2024-10-26,2024-10-26,1,Gunmen vs Man,Rivers,2024.0
978,IBD031096,2024-10-26,2024-10-26,1,Auto Crash,Kwara,2024.0
979,IBD031094,2024-10-26,2024-10-26,1,Auto Crash,Lagos,2024.0
980,IBD031091,2024-10-26,2024-10-26,2,Auto Crash,Lagos,2024.0
981,IBD031082,2024-10-25,2024-10-25,1,Auto Crash,Lagos,2024.0
982,IBD031087,2024-10-25,2024-10-25,1,Policeman Kill Musician,Enugu,2024.0
983,IBD031090,2024-10-25,2024-10-25,1,Teacher vs Student,Ogun,2024.0
984,IBD031080,2024-10-25,2024-10-25,1,Naval Officer vs Colleague,Zamfara,2024.0
985,IBD031101,2024-10-25,2024-10-25,3,Soldiers vs Bandits,Kaduna,2024.0
986,IBD031081,2024-10-25,2024-10-25,5,Auto Crash,Ebonyi,2024.0
987,IBD031088,2024-10-25,2024-10-25,13,Auto Crash,Kaduna,2024.0
988,IBD031103,2024-10-25,2024-10-25,1,Hunter,Ogun,2024.0
989,IBD031084,2024-10-25,2024-10-25,1,Cult Killing ,Akwa Ibom,2024.0
990,IBD031145,2024-10-25,2024-10-25,1,Witchcraft,Bauchi,2024.0
991,IBD031093,2024-10-25,2024-10-25,7,Build Collapse,(FCT) Abuja,2024.0
992,IBD031097,2024-10-25,2024-10-25,43,NAF vs Terrorists,Borno,2024.0
993,IBD031076,2024-10-24,2024-10-24,8,Cult Killing,Anambra,2024.0
994,IBD031092,2024-10-24,2024-10-24,1,Assailant vs Lady,Delta,2024.0
995,IBD031070,2024-10-23,2024-10-23,1,Auto Crash,Lagos,2024.0
996,IBD031074,2024-10-23,2024-10-23,8,Helicopter Crash,Rivers,2024.0
997,IBD031077,2024-10-23,2024-10-23,1,Auto Crash,(FCT) Abuja,2024.0
998,IBD031078,2024-10-23,2024-10-23,1,Farmers vs Herders,Kebbi,2024.0
999,IBD031073,2024-10-22,2024-10-22,1,Auto Crash,Ogun,2024.0
1001,IBD031065,2024-10-21,2024-10-21,19,Auto Crash,Plateau,2024.0
1002,IBD031085,2024-10-21,2024-10-21,1,Domestic Violence,Gombe,2024.0
1003,IBD031071,2024-10-21,2024-10-21,28,Army vs IPOB/ESN,Anambra,2024.0
1004,IBD031059,2024-10-21,2024-10-21,2,Cult Clash,Rivers,2024.0
1005,IBD031064,2024-10-21,2024-10-21,2,IPOB/ESN Kill 2,Abia,2024.0
1006,IBD031168,2024-10-21,2024-10-21,2,Police vs Armed Robbers,(FCT) Abuja,2024.0
1007,IBD031350,2024-10-21,2024-10-21,5,Bandits vs Army,Zamfara,2024.0
1008,IBD031051,2024-10-20,2024-10-20,2,Bandits Kill 2,Zamfara,2024.0
1009,IBD031042,2024-10-20,2024-10-20,20,Cult Clash,Anambra,2024.0
1010,IBD031049,2024-10-20,2024-10-20,1,Vigilante Kill Man,Anambra,2024.0
1011,IBD031075,2024-10-20,2024-10-20,1,Securitymen Kill Man,Kwara,2024.0
1012,IBD031057,2024-10-20,2024-10-20,9,Police vs Kidnappers,(FCT) Abuja,2024.0
1013,IBD031060,2024-10-20,2024-10-20,1,Woman Found Dead,(FCT) Abuja,2024.0
1014,IBD031052,2024-10-20,2024-10-20,5,Cult Killing,Rivers,2024.0
1015,IBD031058,2024-10-20,2024-10-20,2,Bandits Kill Villagers,Niger,2024.0
1016,IBD031053,2024-10-19,2024-10-19,2,Bandits Attack,Katsina,2024.0
1017,IBD031054,2024-10-19,2024-10-19,1,Ritual Killing,Enugu,2024.0
1018,IBD031079,2024-10-19,2024-10-19,1,Communal Clash,Edo,2024.0
1019,IBD031045,2024-10-19,2024-10-19,2,Gas Explosion,Ebonyi,2024.0
1020,IBD031046,2024-10-19,2024-10-19,2,Motorcyclists vs Assistant Superintendent,Lagos,2024.0
1021,IBD031055,2024-10-18,2024-10-18,2,Bandits Kill 2,Katsina,2024.0
1022,IBD031048,2024-10-18,2024-10-18,4,Auto Crash,Taraba,2024.0
1023,IBD031089,2024-10-18,2024-10-18,1,Kidnapper Kills One,Gombe,2024.0
1024,IBD031044,2024-10-18,2024-10-18,2,Mob vs Motorcycle Thief,Delta,2024.0
1025,IBD031047,2024-10-18,2024-10-18,5,Herdsmen Kill 5,Benue,2024.0
1026,IBD031069,2024-10-18,2024-10-18,1,Pregnant Woman,Imo,2024.0
1027,IBD031056,2024-10-18,2024-10-18,1,Assailants vs School Principal,(FCT) Abuja,2024.0
1028,IBD031063,2024-10-17,2024-10-17,1,Assailants vs Legislative Aide,(FCT) Abuja,2024.0
1029,IBD031041,2024-10-17,2024-10-17,2,Police vs Kidnappers,Enugu,2024.0
1030,IBD031043,2024-10-17,2024-10-17,2,Gunmen vs Police,Edo,2024.0
1031,IBD031034,2024-10-17,2024-10-17,1,Thunder Strike,Kogi,2024.0
1032,IBD031050,2024-10-17,2024-10-17,2,Bandits vs Herders,Kaduna,2024.0
1033,IBD031033,2024-10-17,2024-10-17,1,Auto Crash,Lagos,2024.0
1034,IBD031038,2024-10-17,2024-10-17,2,Auto Crash,Kogi,2024.0
1035,IBD031032,2024-10-16,2024-10-16,2,Auto Crash,Ogun,2024.0
1036,IBD031121,2024-10-16,2024-10-16,1,Brothers vs Neighbour,Jigawa,2024.0
1037,IBD031028,2024-10-16,2024-10-16,2,Boko Haram Attack,Borno,2024.0
1038,IBD031025,2024-10-16,2024-10-16,1,Police vs Robbers,Imo,2024.0
1039,IBD031104,2024-10-16,2024-10-16,1,One Killed,Oyo,2024.0
1040,IBD031026,2024-10-16,2024-10-16,1,Assailants vs Graduate,Delta,2024.0
1041,IBD031066,2024-10-16,2024-10-16,1,Auto Crash/Inferno,Ogun,2024.0
1042,IBD031040,2024-10-16,2024-10-16,1,Security Operatives vs Man,Lagos,2024.0
1043,IBD031035,2024-10-16,2024-10-16,1,Electrocution,Ogun,2024.0
1044,IBD031022,2024-10-15,2024-10-15,1,Assailants vs Man,Oyo,2024.0
1045,IBD031037,2024-10-15,2024-10-15,1,Electrocution,(FCT) Abuja,2024.0
1046,IBD031024,2024-10-15,2024-10-15,186,Petrol Tanker Explosion,Jigawa,2024.0
1047,IBD031029,2024-10-15,2024-10-15,1,Sex Romp,Niger,2024.0
1048,IBD031061,2024-10-14,2024-10-14,1,Train Crushes Man,Lagos,2024.0
1049,IBD031017,2024-10-14,2024-10-14,1,Domestic Violence,Lagos,2024.0
1050,IBD031021,2024-10-14,2024-10-14,5,Gunmen Attack,Plateau,2024.0
1051,IBD031019,2024-10-14,2024-10-14,2,Army vs Bandits,Kaduna,2024.0
1052,IBD031030,2024-10-14,2024-10-14,1,Hoodlums vs Motorcycle Thief,(FCT) Abuja,2024.0
1053,IBD031011,2024-10-14,2024-10-14,8,Auto Crash,Oyo,2024.0
1054,PAR012672,2024-10-13,2024-10-13,3,Auto Crash,Lagos,2024.0
1055,IBD031016,2024-10-13,2024-10-13,3,Auto Crash,Lagos,2024.0
1056,IBD031014,2024-10-13,2024-10-13,4,Inferno,Lagos,2024.0
1057,IBD031006,2024-10-13,2024-10-13,1,Petty Trader,Nasarawa,2024.0
1058,IBD031012,2024-10-13,2024-10-13,2,Gunmen vs Police Officers,Delta,2024.0
1059,IBD031015,2024-10-12,2024-10-12,2,Building Collapse,Lagos,2024.0
1060,IBD030995,2024-10-12,2024-10-12,1,Auto Crash,Kaduna,2024.0
1061,IBD030972,2024-10-12,2024-10-12,1,Gunmen vs Man,Edo,2024.0
1062,IBD031031,2024-10-12,2024-10-12,1,Auto Crash,(FCT) Abuja,2024.0
1063,IBD018052,2024-10-12,2024-10-12,1,Cultists vs Councillorship Candidate,Ogun,2024.0
1064,IBD031001,2024-10-12,2024-10-12,1,Gunmen Kill 1,Kwara,2024.0
1065,IBD031004,2024-10-12,2024-10-12,1,Train Accident,Lagos,2024.0
1066,IBD031000,2024-10-12,2024-10-12,1,Assailant vs Tricycle Rider,Delta,2024.0
1067,IBD031003,2024-10-11,2024-10-11,1,Sex Worker,Delta,2024.0
1068,IBD031005,2024-10-11,2024-10-11,4,Gunmen vs Miners,Plateau,2024.0
1069,IBD031013,2024-10-11,2024-10-11,1,Mysterious Death,Lagos,2024.0
1070,IBD030997,2024-10-11,2024-10-11,1,Man Drowns,Lagos,2024.0
1071,IBD031008,2024-10-10,2024-10-10,1,Assailants vs Herders,Plateau,2024.0
1072,IBD031007,2024-10-10,2024-10-10,1,Corpse Found,Kwara,2024.0
1073,IBD030999,2024-10-10,2024-10-10,3,Auto Crash,Ogun,2024.0
1074,IBD031010,2024-10-10,2024-10-10,1,Political Violence,Plateau,2024.0
1075,IBD031009,2024-10-10,2024-10-10,1,Assailants vs Herders,Plateau,2024.0
1076,IBD031018,2024-10-09,2024-10-09,1,Mob vs Bike Thief,(FCT) Abuja,2024.0
1077,IBD031115,2024-10-09,2024-10-16,5,Sankebites,Niger,2024.0
1078,IBD031114,2024-10-09,2024-10-09,1,Security Operatives vs Man,Anambra,2024.0
1079,IBD030985,2024-10-09,2024-10-09,1,Soldier vs Policeman,Lagos,2024.0
1080,IBD030976,2024-10-09,2024-10-09,4,Auto Crash,Kaduna,2024.0
1081,IBD030993,2024-10-09,2024-10-09,4,Fulani Herdsmen Attack,Benue,2024.0
1082,IBD030982,2024-10-09,2024-10-09,1,Student Killed,Ondo,2024.0
1083,IBD030984,2024-10-09,2024-10-09,1,Man vs Friend,Ondo,2024.0
1084,IBD031020,2024-10-09,2024-10-09,3,Police vs Kidnappers,Niger,2024.0
1085,IBD030959,2024-10-08,2024-10-08,1,Hoodlums Kill Man,Niger,2024.0
1086,IBD031423,2024-10-08,2024-10-08,1,Ritual Killing,Delta,2024.0
1087,IBD030996,2024-10-08,2024-10-08,40,Gunmen vs Security Personnel,Imo,2024.0
1088,IBD030974,2024-10-08,2024-10-08,1,Boko Haram Attack,Borno,2024.0
1089,IBD030973,2024-10-08,2024-10-08,1,Farmer vs Herder,(FCT) Abuja,2024.0
1090,IBD030998,2024-10-08,2024-10-08,1,Domestic Valence,Jigawa,2024.0
1091,IBD030979,2024-10-08,2024-10-08,1,Inferno,Delta,2024.0
1092,IBD031027,2024-10-08,2024-10-08,3,Gunmen vs SuperSports Crew,Anambra,2024.0
1093,IBD030942,2024-10-07,2024-10-07,3,Political Violence,Rivers,2024.0
1094,IBD030946,2024-10-07,2024-10-07,1,Political Crisis,Rivers,2024.0
1095,IBD030943,2024-10-07,2024-10-07,1,Political Violence,Rivers,2024.0
1096,IBD030963,2024-10-07,2024-10-07,5,Boko Haram Attack,Borno,2024.0
1097,IBD030971,2024-10-07,2024-10-07,1,Bouncer vs Man,Lagos,2024.0
1098,IBD030978,2024-10-07,2024-10-07,9,Bandits vs Vigilante,Zamfara,2024.0
1099,IBD030956,2024-10-07,2024-10-09,11,Banditry,Katsina,2024.0
1100,IBD030934,2024-10-07,2024-10-07,1,Prostitute vs Customer,Lagos,2024.0
1101,PAR012675,2024-10-07,2024-10-07,1,Kidnap Victim,Rivers,2024.0
1102,IBD030957,2024-10-07,2024-10-07,1,Bandit vs District Head,Kebbi,2024.0
1103,IBD030970,2024-10-07,2024-10-07,3,Gunmen Attack,Plateau,2024.0
1104,IBD030944,2024-10-07,2024-10-07,1,Political Crisis,Rivers,2024.0
1105,IBD031083,2024-10-07,2024-10-07,1,Domestic Violence,Ondo,2024.0
